PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Email
521,1,1,"Perreault, Miss. Anne",female,30,0,0,12749,93.5,B73,S,521522@gmail.com
522,0,3,"Vovk, Mr. Janko",male,22,0,0,349252,7.8958,,S,522523@gmail.com
523,0,3,"Lahoud, Mr. Sarkis",male,,0,0,2624,7.225,,C,523524@gmail.com
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44,0,1,111361,57.9792,B18,C,524525@gmail.com
525,0,3,"Kassem, Mr. Fared",male,,0,0,2700,7.2292,,C,525526@gmail.com
526,0,3,"Farrell, Mr. James",male,40.5,0,0,367232,7.75,,Q,526527@gmail.com
527,1,2,"Ridsdale, Miss. Lucy",female,50,0,0,W./C. 14258,10.5,,S,527528@gmail.com
528,0,1,"Farthing, Mr. John",male,,0,0,PC 17483,221.7792,C95,S,528529@gmail.com
529,0,3,"Salonen, Mr. Johan Werner",male,39,0,0,3101296,7.925,,S,529530@gmail.com
530,0,2,"Hocking, Mr. Richard George",male,23,2,1,29104,11.5,,S,530531@gmail.com
531,1,2,"Quick, Miss. Phyllis May",female,2,1,1,26360,26,,S,531532@gmail.com
532,0,3,"Toufik, Mr. Nakli",male,,0,0,2641,7.2292,,C,532533@gmail.com
533,0,3,"Elias, Mr. Joseph Jr",male,17,1,1,2690,7.2292,,C,533534@gmail.com
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,,0,2,2668,22.3583,,C,534535@gmail.com
535,0,3,"Cacic, Miss. Marija",female,30,0,0,315084,8.6625,,S,535536@gmail.com
536,1,2,"Hart, Miss. Eva Miriam",female,7,0,2,F.C.C. 13529,26.25,,S,536537@gmail.com
537,0,1,"Butt, Major. Archibald Willingham",male,45,0,0,113050,26.55,B38,S,537538@gmail.com
538,1,1,"LeRoy, Miss. Bertha",female,30,0,0,PC 17761,106.425,,C,538539@gmail.com
539,0,3,"Risien, Mr. Samuel Beard",male,,0,0,364498,14.5,,S,539540@gmail.com
540,1,1,"Frolicher, Miss. Hedwig Margaritha",female,22,0,2,13568,49.5,B39,C,540541@gmail.com
541,1,1,"Crosby, Miss. Harriet R",female,36,0,2,WE/P 5735,71,B22,S,541542@gmail.com
542,0,3,"Andersson, Miss. Ingeborg Constanzia",female,9,4,2,347082,31.275,,S,542543@gmail.com
543,0,3,"Andersson, Miss. Sigrid Elisabeth",female,11,4,2,347082,31.275,,S,543544@gmail.com
544,1,2,"Beane, Mr. Edward",male,32,1,0,2908,26,,S,544545@gmail.com
545,0,1,"Douglas, Mr. Walter Donald",male,50,1,0,PC 17761,106.425,C86,C,545546@gmail.com
546,0,1,"Nicholson, Mr. Arthur Ernest",male,64,0,0,693,26,,S,546547@gmail.com
547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",female,19,1,0,2908,26,,S,547548@gmail.com
548,1,2,"Padro y Manent, Mr. Julian",male,,0,0,SC/PARIS 2146,13.8625,,C,548549@gmail.com
549,0,3,"Goldsmith, Mr. Frank John",male,33,1,1,363291,20.525,,S,549550@gmail.com
550,1,2,"Davies, Master. John Morgan Jr",male,8,1,1,C.A. 33112,36.75,,S,550551@gmail.com
551,1,1,"Thayer, Mr. John Borland Jr",male,17,0,2,17421,110.8833,C70,C,551552@gmail.com
552,0,2,"Sharp, Mr. Percival James R",male,27,0,0,244358,26,,S,552553@gmail.com
553,0,3,"O'Brien, Mr. Timothy",male,,0,0,330979,7.8292,,Q,553554@gmail.com
554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22,0,0,2620,7.225,,C,554555@gmail.com
555,1,3,"Ohman, Miss. Velin",female,22,0,0,347085,7.775,,S,555556@gmail.com
556,0,1,"Wright, Mr. George",male,62,0,0,113807,26.55,,S,556557@gmail.com
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48,1,0,11755,39.6,A16,C,557558@gmail.com
558,0,1,"Robbins, Mr. Victor",male,,0,0,PC 17757,227.525,,C,558559@gmail.com
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39,1,1,110413,79.65,E67,S,559560@gmail.com
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36,1,0,345572,17.4,,S,560561@gmail.com
561,0,3,"Morrow, Mr. Thomas Rowan",male,,0,0,372622,7.75,,Q,561562@gmail.com
562,0,3,"Sivic, Mr. Husein",male,40,0,0,349251,7.8958,,S,562563@gmail.com
563,0,2,"Norman, Mr. Robert Douglas",male,28,0,0,218629,13.5,,S,563564@gmail.com
564,0,3,"Simmons, Mr. John",male,,0,0,SOTON/OQ 392082,8.05,,S,564565@gmail.com
565,0,3,"Meanwell, Miss. (Marion Ogden)",female,,0,0,SOTON/O.Q. 392087,8.05,,S,565566@gmail.com
566,0,3,"Davies, Mr. Alfred J",male,24,2,0,A/4 48871,24.15,,S,566567@gmail.com
567,0,3,"Stoytcheff, Mr. Ilia",male,19,0,0,349205,7.8958,,S,567568@gmail.com
568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29,0,4,349909,21.075,,S,568569@gmail.com
569,0,3,"Doharr, Mr. Tannous",male,,0,0,2686,7.2292,,C,569570@gmail.com
570,1,3,"Jonsson, Mr. Carl",male,32,0,0,350417,7.8542,,S,570571@gmail.com
571,1,2,"Harris, Mr. George",male,62,0,0,S.W./PP 752,10.5,,S,571572@gmail.com
572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53,2,0,11769,51.4792,C101,S,572573@gmail.com
573,1,1,"Flynn, Mr. John Irwin (""Irving"")",male,36,0,0,PC 17474,26.3875,E25,S,573574@gmail.com
574,1,3,"Kelly, Miss. Mary",female,,0,0,14312,7.75,,Q,574575@gmail.com
575,0,3,"Rush, Mr. Alfred George John",male,16,0,0,A/4. 20589,8.05,,S,575576@gmail.com
576,0,3,"Patchett, Mr. George",male,19,0,0,358585,14.5,,S,576577@gmail.com
577,1,2,"Garside, Miss. Ethel",female,34,0,0,243880,13,,S,577578@gmail.com
578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39,1,0,13507,55.9,E44,S,578579@gmail.com
579,0,3,"Caram, Mrs. Joseph (Maria Elias)",female,,1,0,2689,14.4583,,C,579580@gmail.com
580,1,3,"Jussila, Mr. Eiriik",male,32,0,0,STON/O 2. 3101286,7.925,,S,580581@gmail.com
581,1,2,"Christy, Miss. Julie Rachel",female,25,1,1,237789,30,,S,581582@gmail.com
582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39,1,1,17421,110.8833,C68,C,582583@gmail.com
583,0,2,"Downton, Mr. William James",male,54,0,0,28403,26,,S,583584@gmail.com
584,0,1,"Ross, Mr. John Hugo",male,36,0,0,13049,40.125,A10,C,584585@gmail.com
585,0,3,"Paulner, Mr. Uscher",male,,0,0,3411,8.7125,,C,585586@gmail.com
586,1,1,"Taussig, Miss. Ruth",female,18,0,2,110413,79.65,E68,S,586587@gmail.com
587,0,2,"Jarvis, Mr. John Denzil",male,47,0,0,237565,15,,S,587588@gmail.com
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",male,60,1,1,13567,79.2,B41,C,588589@gmail.com
589,0,3,"Gilinski, Mr. Eliezer",male,22,0,0,14973,8.05,,S,589590@gmail.com
590,0,3,"Murdlin, Mr. Joseph",male,,0,0,A./5. 3235,8.05,,S,590591@gmail.com
591,0,3,"Rintamaki, Mr. Matti",male,35,0,0,STON/O 2. 3101273,7.125,,S,591592@gmail.com
592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52,1,0,36947,78.2667,D20,C,592593@gmail.com
593,0,3,"Elsbury, Mr. William James",male,47,0,0,A/5 3902,7.25,,S,593594@gmail.com
594,0,3,"Bourke, Miss. Mary",female,,0,2,364848,7.75,,Q,594595@gmail.com
595,0,2,"Chapman, Mr. John Henry",male,37,1,0,SC/AH 29037,26,,S,595596@gmail.com
596,0,3,"Van Impe, Mr. Jean Baptiste",male,36,1,1,345773,24.15,,S,596597@gmail.com
597,1,2,"Leitch, Miss. Jessie Wills",female,,0,0,248727,33,,S,597598@gmail.com
598,0,3,"Johnson, Mr. Alfred",male,49,0,0,LINE,0,,S,598599@gmail.com
599,0,3,"Boulos, Mr. Hanna",male,,0,0,2664,7.225,,C,599600@gmail.com
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49,1,0,PC 17485,56.9292,A20,C,600601@gmail.com
601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24,2,1,243847,27,,S,601602@gmail.com
602,0,3,"Slabenoff, Mr. Petco",male,,0,0,349214,7.8958,,S,602603@gmail.com
603,0,1,"Harrington, Mr. Charles H",male,,0,0,113796,42.4,,S,603604@gmail.com
604,0,3,"Torber, Mr. Ernst William",male,44,0,0,364511,8.05,,S,604605@gmail.com
605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",male,35,0,0,111426,26.55,,C,605606@gmail.com
606,0,3,"Lindell, Mr. Edvard Bengtsson",male,36,1,0,349910,15.55,,S,606607@gmail.com
607,0,3,"Karaic, Mr. Milan",male,30,0,0,349246,7.8958,,S,607608@gmail.com
608,1,1,"Daniel, Mr. Robert Williams",male,27,0,0,113804,30.5,,S,608609@gmail.com
609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22,1,2,SC/Paris 2123,41.5792,,C,609610@gmail.com
610,1,1,"Shutes, Miss. Elizabeth W",female,40,0,0,PC 17582,153.4625,C125,S,610611@gmail.com
611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39,1,5,347082,31.275,,S,611612@gmail.com
612,0,3,"Jardin, Mr. Jose Neto",male,,0,0,SOTON/O.Q. 3101305,7.05,,S,612613@gmail.com
613,1,3,"Murphy, Miss. Margaret Jane",female,,1,0,367230,15.5,,Q,613614@gmail.com
614,0,3,"Horgan, Mr. John",male,,0,0,370377,7.75,,Q,614615@gmail.com
615,0,3,"Brocklebank, Mr. William Alfred",male,35,0,0,364512,8.05,,S,615616@gmail.com
616,1,2,"Herman, Miss. Alice",female,24,1,2,220845,65,,S,616617@gmail.com
617,0,3,"Danbom, Mr. Ernst Gilbert",male,34,1,1,347080,14.4,,S,617618@gmail.com
618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26,1,0,A/5. 3336,16.1,,S,618619@gmail.com
619,1,2,"Becker, Miss. Marion Louise",female,4,2,1,230136,39,F4,S,619620@gmail.com
620,0,2,"Gavey, Mr. Lawrence",male,26,0,0,31028,10.5,,S,620621@gmail.com
621,0,3,"Yasbeck, Mr. Antoni",male,27,1,0,2659,14.4542,,C,621622@gmail.com
622,1,1,"Kimball, Mr. Edwin Nelson Jr",male,42,1,0,11753,52.5542,D19,S,622623@gmail.com
623,1,3,"Nakid, Mr. Sahid",male,20,1,1,2653,15.7417,,C,623624@gmail.com
624,0,3,"Hansen, Mr. Henry Damsgaard",male,21,0,0,350029,7.8542,,S,624625@gmail.com
625,0,3,"Bowen, Mr. David John ""Dai""",male,21,0,0,54636,16.1,,S,625626@gmail.com
626,0,1,"Sutton, Mr. Frederick",male,61,0,0,36963,32.3208,D50,S,626627@gmail.com
627,0,2,"Kirkland, Rev. Charles Leonard",male,57,0,0,219533,12.35,,Q,627628@gmail.com
628,1,1,"Longley, Miss. Gretchen Fiske",female,21,0,0,13502,77.9583,D9,S,628629@gmail.com
629,0,3,"Bostandyeff, Mr. Guentcho",male,26,0,0,349224,7.8958,,S,629630@gmail.com
630,0,3,"O'Connell, Mr. Patrick D",male,,0,0,334912,7.7333,,Q,630631@gmail.com
631,1,1,"Barkworth, Mr. Algernon Henry Wilson",male,80,0,0,27042,30,A23,S,631632@gmail.com
632,0,3,"Lundahl, Mr. Johan Svensson",male,51,0,0,347743,7.0542,,S,632633@gmail.com
633,1,1,"Stahelin-Maeglin, Dr. Max",male,32,0,0,13214,30.5,B50,C,633634@gmail.com
634,0,1,"Parr, Mr. William Henry Marsh",male,,0,0,112052,0,,S,634635@gmail.com
635,0,3,"Skoog, Miss. Mabel",female,9,3,2,347088,27.9,,S,635636@gmail.com
636,1,2,"Davis, Miss. Mary",female,28,0,0,237668,13,,S,636637@gmail.com
637,0,3,"Leinonen, Mr. Antti Gustaf",male,32,0,0,STON/O 2. 3101292,7.925,,S,637638@gmail.com
638,0,2,"Collyer, Mr. Harvey",male,31,1,1,C.A. 31921,26.25,,S,638639@gmail.com
639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41,0,5,3101295,39.6875,,S,639640@gmail.com
640,0,3,"Thorneycroft, Mr. Percival",male,,1,0,376564,16.1,,S,640641@gmail.com
641,0,3,"Jensen, Mr. Hans Peder",male,20,0,0,350050,7.8542,,S,641642@gmail.com
642,1,1,"Sagesser, Mlle. Emma",female,24,0,0,PC 17477,69.3,B35,C,642643@gmail.com
643,0,3,"Skoog, Miss. Margit Elizabeth",female,2,3,2,347088,27.9,,S,643644@gmail.com
644,1,3,"Foo, Mr. Choong",male,,0,0,1601,56.4958,,S,644645@gmail.com
645,1,3,"Baclini, Miss. Eugenie",female,0.75,2,1,2666,19.2583,,C,645646@gmail.com
646,1,1,"Harper, Mr. Henry Sleeper",male,48,1,0,PC 17572,76.7292,D33,C,646647@gmail.com
647,0,3,"Cor, Mr. Liudevit",male,19,0,0,349231,7.8958,,S,647648@gmail.com
648,1,1,"Simonius-Blumer, Col. Oberst Alfons",male,56,0,0,13213,35.5,A26,C,648649@gmail.com
649,0,3,"Willey, Mr. Edward",male,,0,0,S.O./P.P. 751,7.55,,S,649650@gmail.com
650,1,3,"Stanley, Miss. Amy Zillah Elsie",female,23,0,0,CA. 2314,7.55,,S,650651@gmail.com
651,0,3,"Mitkoff, Mr. Mito",male,,0,0,349221,7.8958,,S,651652@gmail.com
652,1,2,"Doling, Miss. Elsie",female,18,0,1,231919,23,,S,652653@gmail.com
653,0,3,"Kalvik, Mr. Johannes Halvorsen",male,21,0,0,8475,8.4333,,S,653654@gmail.com
654,1,3,"O'Leary, Miss. Hanora ""Norah""",female,,0,0,330919,7.8292,,Q,654655@gmail.com
655,0,3,"Hegarty, Miss. Hanora ""Nora""",female,18,0,0,365226,6.75,,Q,655656@gmail.com
656,0,2,"Hickman, Mr. Leonard Mark",male,24,2,0,S.O.C. 14879,73.5,,S,656657@gmail.com
657,0,3,"Radeff, Mr. Alexander",male,,0,0,349223,7.8958,,S,657658@gmail.com
658,0,3,"Bourke, Mrs. John (Catherine)",female,32,1,1,364849,15.5,,Q,658659@gmail.com
659,0,2,"Eitemiller, Mr. George Floyd",male,23,0,0,29751,13,,S,659660@gmail.com
660,0,1,"Newell, Mr. Arthur Webster",male,58,0,2,35273,113.275,D48,C,660661@gmail.com
661,1,1,"Frauenthal, Dr. Henry William",male,50,2,0,PC 17611,133.65,,S,661662@gmail.com
662,0,3,"Badt, Mr. Mohamed",male,40,0,0,2623,7.225,,C,662663@gmail.com
663,0,1,"Colley, Mr. Edward Pomeroy",male,47,0,0,5727,25.5875,E58,S,663664@gmail.com
664,0,3,"Coleff, Mr. Peju",male,36,0,0,349210,7.4958,,S,664665@gmail.com
665,1,3,"Lindqvist, Mr. Eino William",male,20,1,0,STON/O 2. 3101285,7.925,,S,665666@gmail.com
666,0,2,"Hickman, Mr. Lewis",male,32,2,0,S.O.C. 14879,73.5,,S,666667@gmail.com
667,0,2,"Butler, Mr. Reginald Fenton",male,25,0,0,234686,13,,S,667668@gmail.com
668,0,3,"Rommetvedt, Mr. Knud Paust",male,,0,0,312993,7.775,,S,668669@gmail.com
669,0,3,"Cook, Mr. Jacob",male,43,0,0,A/5 3536,8.05,,S,669670@gmail.com
670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,,1,0,19996,52,C126,S,670671@gmail.com
671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40,1,1,29750,39,,S,671672@gmail.com
672,0,1,"Davidson, Mr. Thornton",male,31,1,0,F.C. 12750,52,B71,S,672673@gmail.com
673,0,2,"Mitchell, Mr. Henry Michael",male,70,0,0,C.A. 24580,10.5,,S,673674@gmail.com
674,1,2,"Wilhelms, Mr. Charles",male,31,0,0,244270,13,,S,674675@gmail.com
675,0,2,"Watson, Mr. Ennis Hastings",male,,0,0,239856,0,,S,675676@gmail.com
676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",male,18,0,0,349912,7.775,,S,676677@gmail.com
677,0,3,"Sawyer, Mr. Frederick Charles",male,24.5,0,0,342826,8.05,,S,677678@gmail.com
678,1,3,"Turja, Miss. Anna Sofia",female,18,0,0,4138,9.8417,,S,678679@gmail.com
679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43,1,6,CA 2144,46.9,,S,679680@gmail.com
680,1,1,"Cardeza, Mr. Thomas Drake Martinez",male,36,0,1,PC 17755,512.3292,B51 B53 B55,C,680681@gmail.com
681,0,3,"Peters, Miss. Katie",female,,0,0,330935,8.1375,,Q,681682@gmail.com
682,1,1,"Hassab, Mr. Hammad",male,27,0,0,PC 17572,76.7292,D49,C,682683@gmail.com
683,0,3,"Olsvigen, Mr. Thor Anderson",male,20,0,0,6563,9.225,,S,683684@gmail.com
684,0,3,"Goodwin, Mr. Charles Edward",male,14,5,2,CA 2144,46.9,,S,684685@gmail.com
685,0,2,"Brown, Mr. Thomas William Solomon",male,60,1,1,29750,39,,S,685686@gmail.com
686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",male,25,1,2,SC/Paris 2123,41.5792,,C,686687@gmail.com
687,0,3,"Panula, Mr. Jaako Arnold",male,14,4,1,3101295,39.6875,,S,687688@gmail.com
688,0,3,"Dakic, Mr. Branko",male,19,0,0,349228,10.1708,,S,688689@gmail.com
689,0,3,"Fischer, Mr. Eberhard Thelander",male,18,0,0,350036,7.7958,,S,689690@gmail.com
690,1,1,"Madill, Miss. Georgette Alexandra",female,15,0,1,24160,211.3375,B5,S,690691@gmail.com
691,1,1,"Dick, Mr. Albert Adrian",male,31,1,0,17474,57,B20,S,691692@gmail.com
692,1,3,"Karun, Miss. Manca",female,4,0,1,349256,13.4167,,C,692693@gmail.com
693,1,3,"Lam, Mr. Ali",male,,0,0,1601,56.4958,,S,693694@gmail.com
694,0,3,"Saad, Mr. Khalil",male,25,0,0,2672,7.225,,C,694695@gmail.com
695,0,1,"Weir, Col. John",male,60,0,0,113800,26.55,,S,695696@gmail.com
696,0,2,"Chapman, Mr. Charles Henry",male,52,0,0,248731,13.5,,S,696697@gmail.com
697,0,3,"Kelly, Mr. James",male,44,0,0,363592,8.05,,S,697698@gmail.com
698,1,3,"Mullens, Miss. Katherine ""Katie""",female,,0,0,35852,7.7333,,Q,698699@gmail.com
699,0,1,"Thayer, Mr. John Borland",male,49,1,1,17421,110.8833,C68,C,699700@gmail.com
700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42,0,0,348121,7.65,F G63,S,700701@gmail.com
701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,18,1,0,PC 17757,227.525,C62 C64,C,701702@gmail.com
702,1,1,"Silverthorne, Mr. Spencer Victor",male,35,0,0,PC 17475,26.2875,E24,S,702703@gmail.com
703,0,3,"Barbara, Miss. Saiide",female,18,0,1,2691,14.4542,,C,703704@gmail.com
704,0,3,"Gallagher, Mr. Martin",male,25,0,0,36864,7.7417,,Q,704705@gmail.com
705,0,3,"Hansen, Mr. Henrik Juul",male,26,1,0,350025,7.8542,,S,705706@gmail.com
706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39,0,0,250655,26,,S,706707@gmail.com
707,1,2,"Kelly, Mrs. Florence ""Fannie""",female,45,0,0,223596,13.5,,S,707708@gmail.com
708,1,1,"Calderhead, Mr. Edward Pennington",male,42,0,0,PC 17476,26.2875,E24,S,708709@gmail.com
709,1,1,"Cleaver, Miss. Alice",female,22,0,0,113781,151.55,,S,709710@gmail.com
710,1,3,"Moubarek, Master. Halim Gonios (""William George"")",male,,1,1,2661,15.2458,,C,710711@gmail.com
711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24,0,0,PC 17482,49.5042,C90,C,711712@gmail.com
712,0,1,"Klaber, Mr. Herman",male,,0,0,113028,26.55,C124,S,712713@gmail.com
713,1,1,"Taylor, Mr. Elmer Zebley",male,48,1,0,19996,52,C126,S,713714@gmail.com
714,0,3,"Larsson, Mr. August Viktor",male,29,0,0,7545,9.4833,,S,714715@gmail.com
715,0,2,"Greenberg, Mr. Samuel",male,52,0,0,250647,13,,S,715716@gmail.com
716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19,0,0,348124,7.65,F G73,S,716717@gmail.com
717,1,1,"Endres, Miss. Caroline Louise",female,38,0,0,PC 17757,227.525,C45,C,717718@gmail.com
718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,27,0,0,34218,10.5,E101,S,718719@gmail.com
719,0,3,"McEvoy, Mr. Michael",male,,0,0,36568,15.5,,Q,719720@gmail.com
720,0,3,"Johnson, Mr. Malkolm Joackim",male,33,0,0,347062,7.775,,S,720721@gmail.com
721,1,2,"Harper, Miss. Annie Jessie ""Nina""",female,6,0,1,248727,33,,S,721722@gmail.com
722,0,3,"Jensen, Mr. Svend Lauritz",male,17,1,0,350048,7.0542,,S,722723@gmail.com
723,0,2,"Gillespie, Mr. William Henry",male,34,0,0,12233,13,,S,723724@gmail.com
724,0,2,"Hodges, Mr. Henry Price",male,50,0,0,250643,13,,S,724725@gmail.com
725,1,1,"Chambers, Mr. Norman Campbell",male,27,1,0,113806,53.1,E8,S,725726@gmail.com
726,0,3,"Oreskovic, Mr. Luka",male,20,0,0,315094,8.6625,,S,726727@gmail.com
727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30,3,0,31027,21,,S,727728@gmail.com
728,1,3,"Mannion, Miss. Margareth",female,,0,0,36866,7.7375,,Q,728729@gmail.com
729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25,1,0,236853,26,,S,729730@gmail.com
730,0,3,"Ilmakangas, Miss. Pieta Sofia",female,25,1,0,STON/O2. 3101271,7.925,,S,730731@gmail.com
731,1,1,"Allen, Miss. Elisabeth Walton",female,29,0,0,24160,211.3375,B5,S,731732@gmail.com
732,0,3,"Hassan, Mr. Houssein G N",male,11,0,0,2699,18.7875,,C,732733@gmail.com
733,0,2,"Knight, Mr. Robert J",male,,0,0,239855,0,,S,733734@gmail.com
734,0,2,"Berriman, Mr. William John",male,23,0,0,28425,13,,S,734735@gmail.com
735,0,2,"Troupiansky, Mr. Moses Aaron",male,23,0,0,233639,13,,S,735736@gmail.com
736,0,3,"Williams, Mr. Leslie",male,28.5,0,0,54636,16.1,,S,736737@gmail.com
737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48,1,3,W./C. 6608,34.375,,S,737738@gmail.com
738,1,1,"Lesurer, Mr. Gustave J",male,35,0,0,PC 17755,512.3292,B101,C,738739@gmail.com
739,0,3,"Ivanoff, Mr. Kanio",male,,0,0,349201,7.8958,,S,739740@gmail.com
740,0,3,"Nankoff, Mr. Minko",male,,0,0,349218,7.8958,,S,740741@gmail.com
741,1,1,"Hawksford, Mr. Walter James",male,,0,0,16988,30,D45,S,741742@gmail.com
742,0,1,"Cavendish, Mr. Tyrell William",male,36,1,0,19877,78.85,C46,S,742743@gmail.com
743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21,2,2,PC 17608,262.375,B57 B59 B63 B66,C,743744@gmail.com
744,0,3,"McNamee, Mr. Neal",male,24,1,0,376566,16.1,,S,744745@gmail.com
745,1,3,"Stranden, Mr. Juho",male,31,0,0,STON/O 2. 3101288,7.925,,S,745746@gmail.com
746,0,1,"Crosby, Capt. Edward Gifford",male,70,1,1,WE/P 5735,71,B22,S,746747@gmail.com
747,0,3,"Abbott, Mr. Rossmore Edward",male,16,1,1,C.A. 2673,20.25,,S,747748@gmail.com
748,1,2,"Sinkkonen, Miss. Anna",female,30,0,0,250648,13,,S,748749@gmail.com
749,0,1,"Marvin, Mr. Daniel Warner",male,19,1,0,113773,53.1,D30,S,749750@gmail.com
750,0,3,"Connaghton, Mr. Michael",male,31,0,0,335097,7.75,,Q,750751@gmail.com
751,1,2,"Wells, Miss. Joan",female,4,1,1,29103,23,,S,751752@gmail.com
752,1,3,"Moor, Master. Meier",male,6,0,1,392096,12.475,E121,S,752753@gmail.com
753,0,3,"Vande Velde, Mr. Johannes Joseph",male,33,0,0,345780,9.5,,S,753754@gmail.com
754,0,3,"Jonkoff, Mr. Lalio",male,23,0,0,349204,7.8958,,S,754755@gmail.com
755,1,2,"Herman, Mrs. Samuel (Jane Laver)",female,48,1,2,220845,65,,S,755756@gmail.com
756,1,2,"Hamalainen, Master. Viljo",male,0.67,1,1,250649,14.5,,S,756757@gmail.com
757,0,3,"Carlsson, Mr. August Sigfrid",male,28,0,0,350042,7.7958,,S,757758@gmail.com
758,0,2,"Bailey, Mr. Percy Andrew",male,18,0,0,29108,11.5,,S,758759@gmail.com
759,0,3,"Theobald, Mr. Thomas Leonard",male,34,0,0,363294,8.05,,S,759760@gmail.com
760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33,0,0,110152,86.5,B77,S,760761@gmail.com
761,0,3,"Garfirth, Mr. John",male,,0,0,358585,14.5,,S,761762@gmail.com
762,0,3,"Nirva, Mr. Iisakki Antino Aijo",male,41,0,0,SOTON/O2 3101272,7.125,,S,762763@gmail.com
763,1,3,"Barah, Mr. Hanna Assi",male,20,0,0,2663,7.2292,,C,763764@gmail.com
764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,36,1,2,113760,120,B96 B98,S,764765@gmail.com
765,0,3,"Eklund, Mr. Hans Linus",male,16,0,0,347074,7.775,,S,765766@gmail.com
766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,51,1,0,13502,77.9583,D11,S,766767@gmail.com
767,0,1,"Brewe, Dr. Arthur Jackson",male,,0,0,112379,39.6,,C,767768@gmail.com
768,0,3,"Mangan, Miss. Mary",female,30.5,0,0,364850,7.75,,Q,768769@gmail.com
769,0,3,"Moran, Mr. Daniel J",male,,1,0,371110,24.15,,Q,769770@gmail.com
770,0,3,"Gronnestad, Mr. Daniel Danielsen",male,32,0,0,8471,8.3625,,S,770771@gmail.com
771,0,3,"Lievens, Mr. Rene Aime",male,24,0,0,345781,9.5,,S,771772@gmail.com
772,0,3,"Jensen, Mr. Niels Peder",male,48,0,0,350047,7.8542,,S,772773@gmail.com
773,0,2,"Mack, Mrs. (Mary)",female,57,0,0,S.O./P.P. 3,10.5,E77,S,773774@gmail.com
774,0,3,"Elias, Mr. Dibo",male,,0,0,2674,7.225,,C,774775@gmail.com
775,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54,1,3,29105,23,,S,775776@gmail.com
776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18,0,0,347078,7.75,,S,776777@gmail.com
777,0,3,"Tobin, Mr. Roger",male,,0,0,383121,7.75,F38,Q,777778@gmail.com
778,1,3,"Emanuel, Miss. Virginia Ethel",female,5,0,0,364516,12.475,,S,778779@gmail.com
779,0,3,"Kilgannon, Mr. Thomas J",male,,0,0,36865,7.7375,,Q,779780@gmail.com
780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43,0,1,24160,211.3375,B3,S,780781@gmail.com
781,1,3,"Ayoub, Miss. Banoura",female,13,0,0,2687,7.2292,,C,781782@gmail.com
